Filename,Caption,Detected Objects
During_the_building_of_the_Catwalk__a_man_fell_and.png,a black and white photo of a man on a skateboard .,"prison, prison house (0.24), volleyball (0.19), racket, racquet (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), bannister, banister, balustrade, balusters, handrail (0.02)"
On_a_woman_s_wedding_night_she_was_brutally_murder.png,a red double decker bus parked in front of a building .,"cinema, movie theater, movie theatre, movie house, picture palace (0.27), space shuttle (0.06), theater curtain, theatre curtain (0.06), moving van (0.05), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.04)"
This_Inn_was_built_in_1898_and_is_still_open_today.png,a large building with a large clock tower .,"modem (0.18), paddlewheel, paddle wheel (0.17), wallet, billfold, notecase, pocketbook (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.05), boathouse (0.02)"
At_night_if_you_drive_on_bent_road__and_step_out_o.png,a close up of a mirror on a train,"chainlink fence (0.15), maze, labyrinth (0.08), spotlight, spot (0.05), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), suspension bridge (0.03)"
There_was_a_woman_seen_dressed_in_a_simple_brown_d.png,a display of different types of signs on a wall .,"cassette (0.47), packet (0.09), tobacco shop, tobacconist shop, tobacconist (0.05), web site, website, internet site, site (0.04)"
In_the_sixties_or_seventies__a_student_hung_hersel.png,a sign that reads `` <UNK> '' on a building .,scoreboard (0.89)
from_the_porch_you_can_see_ghost_ships_that_sunk_y.png,a building with a window and a clock,"picket fence, paling (0.16), window screen (0.08), mobile home, manufactured home (0.07), church, church building (0.05), beacon, lighthouse, beacon light, pharos (0.03)"
Cold_spots___believed_to_be_haunted_by_drama_teach.png,a building that has a clock on the top of it .,"boathouse (0.12), bannister, banister, balustrade, balusters, handrail (0.10), palace (0.08), picket fence, paling (0.05), monastery (0.05)"
It_is_said_that_on_the_third_floor_in_room_394_the.png,a couple of signs that are on a pole .,"crossword puzzle, crossword (0.31), scoreboard (0.25), doormat, welcome mat (0.15), book jacket, dust cover, dust jacket, dust wrapper (0.06)"
General_sense_of_foreboding_there__Lights_seen_mov.png,a large building with a clock on it,"boathouse (0.14), picket fence, paling (0.08), stage (0.06), flagpole, flagstaff (0.04), palace (0.04)"
Keller_Hall___The_bell_tower_of_this_old_and_no_lo.png,a bathroom with a sink and a mirror,"shoji (0.32), restaurant, eating house, eating place, eatery (0.10), home theater, home theatre (0.09), sliding door (0.06), cinema, movie theater, movie theatre, movie house, picture palace (0.05)"
Many_strange_things_have_happened_here__There_is_a.png,a picture of a sign that says <UNK> .,"freight car (0.12), laptop, laptop computer (0.10), comic book (0.06), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
The_building_that_now_houses_The_Noose_Bar__which.png,a tall building with a clock on the top of it .,"cinema, movie theater, movie theatre, movie house, picture palace (0.44), library (0.11), palace (0.07), bookshop, bookstore, bookstall (0.02), church, church building (0.02)"
In_the_catacombs__there_is_supposed_to_be_a__Third.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Washington_Avenue_Bridge___The_Washington_Avenue_B.png,a train traveling over a bridge over a river .,"steel arch bridge (0.26), viaduct (0.12), pier (0.11), dam, dike, dyke (0.03), palace (0.03)"
Back_in_December__1946_a_school_bus_was_hit_by_a_S.png,a double decker bus parked in a parking lot .,"school bus (0.53), passenger car, coach, carriage (0.29), minibus (0.07), trolleybus, trolley coach, trackless trolley (0.02)"
apparitions_are_said_to_appear_but_not_confirmed_.png,a group of people standing next to each other .,"slot, one-armed bandit (0.98)"
on_the_third_floor_a_soldier_went_crazy_and_killed.png,a stack of books sitting on top of a table .,"bookcase (0.23), library (0.18), binder, ring-binder (0.12), bookshop, bookstore, bookstall (0.09), file, file cabinet, filing cabinet (0.07)"
The_apartment_is_pretty_old__At_least_four_people.png,a man standing in a room with a skateboard .,"prison, prison house (0.36), punching bag, punch bag, punching ball, punchball (0.08), television, television system (0.03), suit, suit of clothes (0.02), window shade (0.02)"
There_is_a_mansion_on_S__Ranch_Road_that_was_built.png,a group of people sitting on a bench in front of a building .,"palace (0.53), lakeside, lakeshore (0.12), boathouse (0.05), beacon, lighthouse, beacon light, pharos (0.02), picket fence, paling (0.02)"
In_the_60_s_a_serial_killer_named_Leroy_Martin_mur.png,a close up of a person holding a baseball glove,"book jacket, dust cover, dust jacket, dust wrapper (0.41), comic book (0.28), packet (0.03), web site, website, internet site, site (0.02)"
Reports_of_an_apparition_of_a_woman_wearing_a_whit.png,a statue of a man in a suit and tie,"pay-phone, pay-station (0.15), comic book (0.08), vending machine (0.06), turnstile (0.06), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.03)"
Built_over_one_hundred_years_ago__by_Ben_Tillman_.png,a room with a fireplace and a clock on the wall .,"prison, prison house (0.33), boathouse (0.14), mobile home, manufactured home (0.06), window screen (0.05), window shade (0.04)"
Northern_Greenville_County_near_the_state_line__Ol.png,a lush green field next to a lush green field .,"worm fence, snake fence, snake-rail fence, Virginia fence (0.26), barn (0.16), rapeseed (0.13), hay (0.06), valley, vale (0.02)"
A_railroad_crossing_where_a_school_bus_was_hit_by.png,a train traveling down tracks next to a forest .,"trolleybus, trolley coach, trackless trolley (0.53), streetcar, tram, tramcar, trolley, trolley car (0.24), mobile home, manufactured home (0.06), electric locomotive (0.03), passenger car, coach, carriage (0.02)"
Weld_Hall____Weld_Hall_is_the_theater_building_on.png,a large clock mounted to the side of a building .,"bannister, banister, balustrade, balusters, handrail (0.22), passenger car, coach, carriage (0.15), library (0.07), palace (0.06), church, church building (0.04)"
Red_Rocks_Amphitheater___Apparitions_of_an_old_man.png,a building with a clock on the side of it,"monastery (0.65), bell cote, bell cot (0.06), vault (0.05)"
This_Bed_and_Breakfast_was_built_in_the_late_19th.png,a building with a window and a clock tower .,"picket fence, paling (0.37), boathouse (0.09), church, church building (0.04), window screen (0.04), library (0.04)"
The_ghost_of_an_elderly_brother__priest__is_said_t.png,a close up of a bed with many pillows,"wallet, billfold, notecase, pocketbook (0.26), comic book (0.10), pillow (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03), studio couch, day bed (0.02)"
it_s_said_that_a_long_time_ago__a_little_boy_was_s.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
a_ghost_of_a_elderly_man_haunts_this_house_.png,a black and white photo of a wooden bench .,"fire screen, fireguard (0.23), window shade (0.18), prison, prison house (0.06), window screen (0.05), bannister, banister, balustrade, balusters, handrail (0.03)"
William_Baynard_s_funeral_procession_can_be_seen_p.png,a group of people standing next to each other .,"academic gown, academic robe, judge's robe (0.63), vestment (0.10), book jacket, dust cover, dust jacket, dust wrapper (0.03), mortarboard (0.02)"
If_you_go_up_to_the_Brittany_Hill_Restaurant_after.png,a red and white fire hydrant in front of a building .,"mobile home, manufactured home (0.70), boathouse (0.03)"
The_Castle___Legend_states_that_the_explorer_Jean.png,a clock on the side of a building .,"fire screen, fireguard (0.15), prayer rug, prayer mat (0.12), prison, prison house (0.12), library (0.11), palace (0.05)"
Church_Cemetery_is_haunted_by_a_Confederate_Soldie.png,a red fire hydrant sitting in the middle of a field .,"obelisk (0.45), megalith, megalithic structure (0.12), brass, memorial tablet, plaque (0.12), park bench (0.03)"
haunted_by_numerous_ghosts_in_various_rooms_.png,a room with a bed and a window,"home theater, home theatre (0.53), cinema, movie theater, movie theatre, movie house, picture palace (0.24), theater curtain, theatre curtain (0.08)"
Too_many_things_to_fit_in_this_description__Receip.png,a group of people standing on top of a grass covered field .,"slot, one-armed bandit (0.99)"
If_you_walk_through_it_you_can_feel_people_and_hea.png,a close up of a train on a train track,"tape player (0.29), cassette player (0.12), radio, wireless (0.06), accordion, piano accordion, squeeze box (0.05), cassette (0.03)"
One_of_the_grave_stones_glows__in_the_spring_for_a.png,a close up of a cell phone on a table,"joystick (0.29), buckle (0.19), switch, electric switch, electrical switch (0.07), lighter, light, igniter, ignitor (0.03), seat belt, seatbelt (0.02)"
Haunted_by_an_old_man_who_appears_in_dreams__makes.png,a man holding a nintendo wii game controller .,"menu (0.18), television, television system (0.13), screen, CRT screen (0.08), brass, memorial tablet, plaque (0.08), web site, website, internet site, site (0.05)"
Dead_Mans_Curve____On_the_side_of_the_road_in_dead.png,a person riding a snowboard down a snow covered slope .,"alp (0.72), valley, vale (0.10), cliff, drop, drop-off (0.03)"
There_are_many_unrested_spirits_there_.png,a close up of a pair of scissors,"crossword puzzle, crossword (0.94)"
People_who_live_in_the_house_around_this_street_cl.png,a tall building with a clock on it .,"buckle (0.81), lighter, light, igniter, ignitor (0.04)"
It_is_said_to_be_haunted_by_the_ghosts_of_the_fami.png,a large building with a clock tower on top .,"monastery (0.31), bell cote, bell cot (0.23), church, church building (0.16), tile roof (0.04), prison, prison house (0.03)"
Gothic_Ballroom____there_are_2_Chairs_in_the_have.png,a wooden table with a clock on it .,"honeycomb (0.32), picket fence, paling (0.11)"
The_infamous_house_of_Margaret_Brown_is_haunted__a.png,a group of people standing in front of a microphone .,"comic book (0.35), book jacket, dust cover, dust jacket, dust wrapper (0.14), envelope (0.05), puck, hockey puck (0.03), wallet, billfold, notecase, pocketbook (0.03)"
The_site_of_the_Sand_Creek_Massacre_is_long_believ.png,a large clock tower towering over a city .,"beacon, lighthouse, beacon light, pharos (0.14), boathouse (0.13), church, church building (0.13), monastery (0.04), lakeside, lakeshore (0.04)"
The_ghost_of_Sue_Howard_who_s_baby_died_still_haun.png,a woman standing in a room with a wooden frame .,"miniskirt, mini (0.26), jean, blue jean, denim (0.14), pajama, pyjama, pj's, jammies (0.08), sarong (0.05), cardigan (0.04)"
Willard_Dormitory___Supposedly_a_student_jumped_ou.png,a large building with a large clock on it 's side .,"paddlewheel, paddle wheel (0.37), palace (0.20), boathouse (0.06), monastery (0.02)"
McDonalds___Currently_during_business_hours_employ.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Cheeseman_park_was_the_cemetery_for_Denver_and_the.png,a close up of a person holding a wii remote,"web site, website, internet site, site (0.95)"
Booger_Jim_lives_under_the_bridge__He_died_on_the.png,a picture of a man in a suit and tie .,"prayer rug, prayer mat (0.12), bannister, banister, balustrade, balusters, handrail (0.08), coil, spiral, volute, whorl, helix (0.05), bow tie, bow-tie, bowtie (0.05), accordion, piano accordion, squeeze box (0.03)"
Alfred_Packer__the_alleged_cannibal_is_buried_here.png,a sign that says `` <UNK> '' on the side .,"moving van (0.17), street sign (0.08), cassette (0.02), web site, website, internet site, site (0.02), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.02)"
Third_floor_ghost_with_dark_brown_hair_and_a_long.png,a picture of a clock on a wall .,"slot, one-armed bandit (0.98)"
Guests_of_the_hotel_have_reported_seeing_strange_f.png,a close up of a tv with a clock,"comic book (0.25), slot, one-armed bandit (0.20), book jacket, dust cover, dust jacket, dust wrapper (0.08), palace (0.04), puck, hockey puck (0.04)"
there_is_an_old_steel_bridge_no_longer_in_use_that.png,a train traveling over a bridge over a river .,"pier (0.48), lakeside, lakeshore (0.20), park bench (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.04), bannister, banister, balustrade, balusters, handrail (0.02)"
Cadets_from_the_Air_Force_Academy_participating_in.png,a bunch of colorful umbrellas hanging from a ceiling .,"umbrella (0.20), prayer rug, prayer mat (0.07), scoreboard (0.06), bow (0.05), safety pin (0.04)"
There_have_been_reports_of_lights_being_seen_float.png,a large building with a clock on it .,"scoreboard (0.17), church, church building (0.09), bell cote, bell cot (0.09), barn (0.05), boathouse (0.04)"
Kelsey_Theater___is_said_the_ghost_of_Miss_Kelsey.png,a view of a train station with a train in the background .,"book jacket, dust cover, dust jacket, dust wrapper (0.19), comic book (0.13), prayer rug, prayer mat (0.12), cinema, movie theater, movie theatre, movie house, picture palace (0.05), scoreboard (0.02)"
Old_Barracks__Rifle_Range_____There_have_been_many.png,a house that is in the middle of a field .,"mobile home, manufactured home (0.88), picket fence, paling (0.03), boathouse (0.02)"
Aquinas_Hall_____is_one_haunted_dorm_in_particular.png,a group of people standing next to each other .,"slot, one-armed bandit (0.16), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.11), combination lock (0.10), stove (0.10), plate rack (0.07)"
They_say_back_in_the_old_days_around_Lyman_lake_th.png,a house that has a house in the background .,"thatch, thatched roof (0.39), barn (0.19), boathouse (0.15), lumbermill, sawmill (0.07)"
formerly_The_Antler_s_Hotel___At_least_3_ghosts_to.png,a group of people standing in front of a building .,"palace (0.77), lakeside, lakeshore (0.08), boathouse (0.02)"
Homer_Hall___there_are_two_spirits_that_reside_on.png,a large building with a large clock tower .,"monitor (0.12), book jacket, dust cover, dust jacket, dust wrapper (0.05), television, television system (0.04), palace (0.04), barn (0.03)"
Cold_spots__an_apparition_of_a_woman_with_brown_ha.png,a large building with a large clock on it .,"library (0.13), prison, prison house (0.13), dome (0.10), window screen (0.09), planetarium (0.07)"
A_number_of_phantoms_Ghost__A_carriage_that_races.png,a black and white photo of a train,"carpenter's kit, tool kit (0.15), screwdriver (0.05), fire screen, fireguard (0.04), freight car (0.02), throne (0.02)"
Lourdes_Hall___4th_floor__The_fourth_floor_used_to.png,a group of people standing in a room .,"library (0.37), airship, dirigible (0.08), palace (0.05), scoreboard (0.02), flagpole, flagstaff (0.02)"
Dunnel_House_____holds_many_spirits__the_most_mena.png,a large building with a clock on it,"palace (0.83), castle (0.11)"
very_creepy___feelings_of_despair_and_fear_are_com.png,a group of people standing next to each other .,"lighter, light, igniter, ignitor (0.15), buckle (0.15), letter opener, paper knife, paperknife (0.04), spatula (0.03), mousetrap (0.02)"
It_is_said_that_the_ghost_of_the_first_superintend.png,a black and white photo of a wooden bench,"cinema, movie theater, movie theatre, movie house, picture palace (0.22), barbershop (0.06), bannister, banister, balustrade, balusters, handrail (0.06), restaurant, eating house, eating place, eatery (0.05), vault (0.04)"
This_notorious_church_is_located_on_St__Helena_and.png,a red and white fire hydrant in front of a building .,"street sign (0.22), church, church building (0.17), bell cote, bell cot (0.08), prayer rug, prayer mat (0.06), envelope (0.03)"
A_ghost_of_a_bellboy_still_tries_to_make_the_guest.png,a picture of a clock on a wall .,"church, church building (0.10), cinema, movie theater, movie theatre, movie house, picture palace (0.10), monastery (0.04), mosque (0.02), altar (0.02)"
In_the_early_19th_century__the_land_currently_occu.png,a large building with a clock on it,"palace (0.15), church, church building (0.12), jigsaw puzzle (0.07), castle (0.07), scoreboard (0.04)"
This_two_story_stage_stop_was_built_in_1861__A_wom.png,a church with a steeple and a clock .,"boathouse (0.81), beacon, lighthouse, beacon light, pharos (0.04), picket fence, paling (0.02)"
when_ya_go_there_and_are_alone_you_build_a_fire_an.png,a red fire hydrant sitting in front of a building .,"church, church building (0.63), birdhouse (0.06), bell cote, bell cot (0.04), castle (0.02), barn (0.02)"
This_location_was_an_orphanage_in_the_early_1900s_.png,a large building with a clock on it .,"palace (0.32), picket fence, paling (0.19), boathouse (0.03), beacon, lighthouse, beacon light, pharos (0.02), prison, prison house (0.02)"
In_the_early_1960_s_a_young_woman_was_raped_and_mu.png,a close up of a sign on a wall,"menu (0.22), crossword puzzle, crossword (0.20), web site, website, internet site, site (0.05), loupe, jeweler's loupe (0.02)"
Many_people_have_died_along_the_old_trails_beside.png,a train traveling through a lush green forest .,"worm fence, snake fence, snake-rail fence, Virginia fence (0.23), nail (0.08), chainlink fence (0.06), viaduct (0.04), mountain bike, all-terrain bike, off-roader (0.04)"
it_is_believed_to_be_the_most_haunted_place_in_Moo.png,a large building with a clock on it .,"altar (0.33), church, church building (0.29), throne (0.06), comic book (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
Many_employees_of_the_bar_at_the_VFW_Post__1_have.png,a group of people sitting at a table with a train .,"restaurant, eating house, eating place, eatery (0.36), library (0.06), wine bottle (0.05), tobacco shop, tobacconist shop, tobacconist (0.04), dining table, board (0.03)"
Theatre___May_2008_Removed.png,a pile of luggage sitting on top of a table .,"combination lock (0.36), modem (0.08), digital clock (0.06), electric guitar (0.06), switch, electric switch, electrical switch (0.06)"
Shoemaker_Hall___In_the_early_1900_s_a_student_at.png,a train on a track near a building,"passenger car, coach, carriage (0.28), library (0.26), palace (0.05), prison, prison house (0.04), streetcar, tram, tramcar, trolley, trolley car (0.04)"
Old_white_torn_down_house__no_electricity__Drive_o.png,a black and white photo of a brick building,"barn (0.84), boathouse (0.04), picket fence, paling (0.02), church, church building (0.02)"
aka__Ladd_School__mental_and_rehabilitation_hospit.png,a room with a window and a fire place .,"bannister, banister, balustrade, balusters, handrail (0.50), prison, prison house (0.18), window shade (0.05), window screen (0.04), coil, spiral, volute, whorl, helix (0.03)"
Orbs_have_been_sighted_on_several_occasions_in_the.png,a bunch of different types of vases on display .,"abacus (0.86), joystick (0.02)"
The_institution_was_for_kids_18_years_old_and_youn.png,a man is standing in front of a television .,"slot, one-armed bandit (0.57), web site, website, internet site, site (0.20), scoreboard (0.03), hand-held computer, hand-held microcomputer (0.02)"
Fitzimons_used_to_be_an_old_military_base__now_it.png,a red stop sign sitting on the side of a road .,"cinema, movie theater, movie theatre, movie house, picture palace (0.28), restaurant, eating house, eating place, eatery (0.16), bookshop, bookstore, bookstall (0.05), planetarium (0.04), tile roof (0.04)"
In_the_building_McVickar_it_is_said_the_old_headma.png,a dog that is sitting in front of a window .,"prison, prison house (0.31), passenger car, coach, carriage (0.05), radiator (0.03), mobile home, manufactured home (0.03), sliding door (0.02)"
Lourdes_Hall___3rd_floor___Every_one_knows_about_t.png,a large clock mounted to the side of a building .,"book jacket, dust cover, dust jacket, dust wrapper (0.23), prayer rug, prayer mat (0.16), library (0.08), comic book (0.07), jigsaw puzzle (0.06)"
Update__also_known_as_Devil_s_Castle___Has_since_b.png,a tall building with a clock on it,castle (0.94)
A_dormitory_that_used_to_be_a_monastery_is_suppose.png,a room with a large clock on the wall,"shoji (0.06), desk (0.06), library (0.04), chest (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
The_building_that_this_cafe_was_located_dates_back.png,a sign that is on the side of a building .,"scoreboard (0.05), prison, prison house (0.05), slot, one-armed bandit (0.04), tape player (0.03), shopping basket (0.03)"
The_Charles_Loof_Carousel__also_known_as_Crescent.png,a large clock tower towering over a city .,"carousel, carrousel, merry-go-round, roundabout, whirligig (0.98)"
Helen_Hunt_falls___The_falls_now_bear_her_name__He.png,a couple of bears are standing in the snow,"slot, one-armed bandit (0.48), comic book (0.07), web site, website, internet site, site (0.05), packet (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
there_is_a_teacher_in_the_school_and_it_is_said_th.png,a baseball bat sitting on top of a baseball field .,"fire screen, fireguard (0.95)"
September_2005_update__The_Director_of_School_Comm.png,a man holding a frisbee in his hands .,"web site, website, internet site, site (0.85), hand-held computer, hand-held microcomputer (0.03)"
the_ghost_of_a_small_woman_in_a_black_veil_haunts.png,a sign that is on the side of a building .,"comic book (0.60), book jacket, dust cover, dust jacket, dust wrapper (0.14), cassette (0.05), binder, ring-binder (0.03)"
Laughing_and_footsteps_in_the_halls_can_be_heard_w.png,a view of a living room with a couch and a television .,"doormat, welcome mat (0.41), vault (0.05), prison, prison house (0.04), prayer rug, prayer mat (0.04), monastery (0.03)"
Easley_was_originally_built_for_railroads_and_in_t.png,a man standing in front of a large building .,"mobile home, manufactured home (0.12), passenger car, coach, carriage (0.10), wallet, billfold, notecase, pocketbook (0.03), monastery (0.03), electric locomotive (0.03)"
Legend_states_that_if_you_go_out_to_Colonel_Kolbs.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
many_people_claim_to_have_seen_a_figure_walking_al.png,a person sitting on a bench with an umbrella,"fountain (0.25), palace (0.16), sundial (0.07), mosque (0.06), planetarium (0.04)"
Arcola_Trail_Bridge___A_young_wife_searches_to_fin.png,a train traveling over a bridge over a river .,"worm fence, snake fence, snake-rail fence, Virginia fence (0.85)"
Guards_have_reported_seeing_a_man_jump_off_the_sid.png,a statue of a man standing on a street corner .,"turnstile (0.48), fountain (0.05), traffic light, traffic signal, stoplight (0.03), window screen (0.02), street sign (0.02)"
They_do_public_tours_now_but_it_used_to_be_a_priva.png,a large clock tower towering over a city .,"palace (0.81), castle (0.04)"
Mattresses_moving__orbs___ecto_type_mist_in_pictur.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Hazel_B__Abbott_theatre___resides_the_ghost_of_Mis.png,a large clock sitting on top of a table .,"theater curtain, theatre curtain (0.82), cinema, movie theater, movie theatre, movie house, picture palace (0.07), stage (0.05)"
cold_spots__many_orbs__shadowy_figures_in_the_day.png,"a room with a bed , a chair and a television .","flute, transverse flute (0.05), binder, ring-binder (0.05), prayer rug, prayer mat (0.03), ballpoint, ballpoint pen, ballpen, Biro (0.03), vestment (0.03)"
You_can_late_at_night_see_a_black_shadowy_mist_of.png,a house that has a house in the background .,"boathouse (0.40), barn (0.20), yurt (0.04), window screen (0.04), church, church building (0.03)"
A_man_is_said_to_haunt_the_third_on_floor__A_janit.png,a close up of a clock on a wall,"wall clock (0.24), scoreboard (0.10), cinema, movie theater, movie theatre, movie house, picture palace (0.07), digital clock (0.06), barbershop (0.05)"
Back_in_the_early_1900_s_a_farmer_would_hang_his_f.png,a black and white photo of a church,"barn (0.83), church, church building (0.02)"
Several_hauntings_have_been_reported__On_Mondays_.png,a picture of a clock on a wall .,"web site, website, internet site, site (0.76)"
Employees_have_reported_seeing_various_apparitions.png,a large clock on the side of a building .,scoreboard (0.86)
The_building_has_been_renovated__and_some_of_the_c.png,a bunch of different colored ties hanging on a wall .,"buckle (0.33), prayer rug, prayer mat (0.28), digital watch (0.06), tray (0.03)"
Chapel____There_is_a_statue_of_a_monk_in_the_chape.png,a large clock mounted to the side of a building .,"palace (0.40), monastery (0.19), church, church building (0.12), organ, pipe organ (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
The_Old_Exchange_contains_much_history__It_s_basem.png,a black and white photo of a street sign .,"prison, prison house (0.41), cinema, movie theater, movie theatre, movie house, picture palace (0.06), library (0.03), digital clock (0.03), picket fence, paling (0.03)"
A_young_girl_died_in_a_fire_many_years_ago_and_the.png,a room with a clock and a window .,"fire screen, fireguard (0.49), theater curtain, theatre curtain (0.24), altar (0.04), stove (0.02), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
There_has_been_screaming_of_a_man_that_killed_hims.png,a picture of a man holding a skateboard .,"comic book (0.86), web site, website, internet site, site (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
Where_US_76_crosses_the_Wateree_River_between_Sumt.png,a small boat in a body of water,"television, television system (0.40), lakeside, lakeshore (0.27), monitor (0.13), screen, CRT screen (0.08)"
This_area_is_an_ancient_ruin_of_the_Anasazi_Indian.png,a sign that is on the side of a building .,"cinema, movie theater, movie theatre, movie house, picture palace (0.26), slot, one-armed bandit (0.18), tobacco shop, tobacconist shop, tobacconist (0.07), scoreboard (0.06), castle (0.03)"
half_of_the_building_was_burned__and_at_one_time_t.png,a building with a clock on top of it .,"boathouse (0.63), barn (0.10), lumbermill, sawmill (0.02), church, church building (0.02)"
Memorial_Hall___Coker_College_has_a_ghost_that_roa.png,a group of people standing on top of a bridge .,"boathouse (0.25), palace (0.24), paddlewheel, paddle wheel (0.09), lakeside, lakeshore (0.08), monastery (0.02)"
The_students_have_seen_strange_lights_in_the_theat.png,a group of people standing in a room .,"theater curtain, theatre curtain (0.48), stage (0.36), spotlight, spot (0.06)"
Lights_turn_on_and_off_at_random__Doors_fly_open_.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
According_to_some_employees__there_is_a_ghost_in_t.png,a large building with a clock on it .,"church, church building (0.95), jigsaw puzzle (0.02)"
This_is_a_cemetery_that_is_very_old__several_hundr.png,a white fire hydrant sitting on the side of a road .,"megalith, megalithic structure (0.55), maze, labyrinth (0.08), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), stone wall (0.04)"
The_barn_is_located_on_a_dirt_road_the_runs_behind.png,a red and white kitchen with a wooden floor .,barn (0.94)
The_Cowpens_Fire_Department_was_being_built_in_lat.png,a black and white photo of a building,"beacon, lighthouse, beacon light, pharos (0.57), church, church building (0.10), prison, prison house (0.09), barn (0.07), picket fence, paling (0.03)"
Edith__the_ghost_on_the_third_floor_of_an_all_girl.png,a black and white photo of a clock on a wall,"wardrobe, closet, press (0.28), throne (0.10), shoji (0.03), guillotine (0.03), prayer rug, prayer mat (0.03)"
A_Ghostly_Figure_with_a_white_masked_believed_to_b.png,a black and white photo of a person laying on a bed .,"abaya (0.51), cloak (0.09), plastic bag (0.03), vestment (0.02), gown (0.02)"
Dolly_Cole__a_suspected_witch__lost_her_daughter_t.png,a large building with a clock tower on top of it .,"church, church building (0.67), beacon, lighthouse, beacon light, pharos (0.15), boathouse (0.03)"
Figures_seen_walking_from_room_to_room_in_the_main.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Trails_run_for_more_than_a_mile_from_Riverside_Par.png,a man riding a skateboard down the side of a ramp .,"carousel, carrousel, merry-go-round, roundabout, whirligig (0.18), crash helmet (0.08), comic book (0.05), street sign (0.03), sunglass (0.02)"
Back_in_1992_a_house_was_built_on_10_acres_of_land.png,a large building with a clock on it .,"jigsaw puzzle (0.49), palace (0.10), boathouse (0.08), lakeside, lakeshore (0.03), church, church building (0.03)"
Wards_what_now_is_memorial_hospital_administration.png,a cat sitting on a window sill looking out a window .,"window screen (0.47), prison, prison house (0.12), window shade (0.07), sliding door (0.04)"
In_1948_a_man_fell_to_his_death_out_of_the_art_roo.png,a close up of a baseball glove and a baseball glove,"dumbbell (0.13), combination lock (0.08), running shoe (0.06), knee pad (0.03), screw (0.03)"
The_haunting_of_Longstreet_Theatre_relates_directl.png,a building with a clock on the front of it .,"palace (0.41), monastery (0.11), church, church building (0.06), restaurant, eating house, eating place, eatery (0.04), bannister, banister, balustrade, balusters, handrail (0.03)"
The_ghost_of_a_young_girl_named_Caroline__commonly.png,a small dog sitting in front of a mirror .,"shoji (0.91), window screen (0.02)"
On_the_third_floor_of_Wilson_hall_where_Edith_comm.png,a black and white photo of a kitchen .,"turnstile (0.33), shoji (0.15), prison, prison house (0.09), window shade (0.03), sliding door (0.03)"
the_300_corridors_is_haunted_by_the_school_s_first.png,a train that is sitting on a train track .,"prison, prison house (0.72), sliding door (0.04), turnstile (0.03), shoji (0.02), library (0.02)"
if_you_pass_the_cemetery_on_foot_at_sun_down_and_l.png,a group of tennis rackets sitting on a rack .,"ski (0.60), jersey, T-shirt, tee shirt (0.04), letter opener, paper knife, paperknife (0.03), binder, ring-binder (0.03), ballpoint, ballpoint pen, ballpen, Biro (0.02)"
Alice_of_the_Hermitage_is_said_to_have_been_seen_h.png,a man standing in front of a wall mounted to a wall .,"bookcase (0.19), china cabinet, china closet (0.11), entertainment center (0.07), altar (0.05), shoji (0.05)"
